订单ID,日期,客户ID,商品类别,单价,数量,地区,支付方式
ORD03321,2025-01-03 13:13:00,C3285,电子产品,71.68,9,华南,信用卡
ORD03322,2025-01-03 13:14:00,C643,服装,47.21,4,华南,现金
ORD03323,2025-01-03 13:14:00,C4711,家居,42.54,9,东北,现金
ORD03324,2025-01-03 13:15:00,,图书,76.42,4,华南,微信
ORD03325,2025-01-03 13:16:00,C3996,电子产品,76.71,2,华南,现金
ORD03326,2025-01-03 13:18:00,,服装,64.64,3,东北,信用卡
ORD03327,2025-01-03 13:19:00,C2204,图书,36.23,2,华北,现金
ORD03328,2025-01-03 13:19:00,C2657,食品,93.26,1,华东,支付宝
ORD03329,2025-01-03 13:19:00,C3276,服装,59.67,6,华北,现金
ORD03330,2025-01-03 13:20:00,C1102,服装,81.14,4,华北,信用卡
ORD03331,2025-01-03 13:22:00,C1241,家居,29.29,7,华东,微信
ORD03332,2025-01-03 13:22:00,C515,食品,40.96,7,东北,支付宝
ORD03333,2025-01-03 13:23:00,C392,家居,88.71,1,华北,支付宝
ORD03334,2025-01-03 13:23:00,C630,食品,14.51,9,西南,支付宝
ORD03335,2025-01-03 13:23:00,C3716,服装,56.11,8,西南,现金
ORD03336,2025-01-03 13:23:00,C1847,家居,53.35,1,华东,现金
ORD03337,2025-01-03 13:24:00,C2655,图书,77.61,8,西南,支付宝
ORD03338,2025-01-03 13:24:00,C979,食品,35.37,5,东北,支付宝
ORD03339,2025-01-03 13:24:00,C4529,服装,29.72,1,华南,微信
ORD03340,2025-01-03 13:25:00,C3402,电子产品,93.35,4,东北,微信
ORD03341,2025-01-03 13:26:00,C3871,食品,61.45,7,华东,支付宝
ORD03342,2025-01-03 13:26:00,C277,食品,19.42,5,华南,微信
ORD03343,2025-01-03 13:27:00,C232,图书,27.37,3,西南,信用卡
ORD03344,2025-01-03 13:27:00,,食品,99.89,4,华北,现金
ORD03345,2025-01-03 13:28:00,C3270,食品,27.6,2,西南,微信
ORD03346,2025-01-03 13:28:00,C2409,图书,64.94,8,东北,信用卡
ORD03347,2025-01-03 13:28:00,C3512,图书,47.81,2,东北,现金
ORD03348,2025-01-03 13:29:00,C025,家居,89.7,6,华东,微信
ORD03349,2025-01-03 13:30:00,,服装,77.97,7,华北,现金
ORD03350,2025-01-03 13:31:00,C3764,服装,63.73,7,华北,信用卡
ORD03351,2025-01-03 13:31:00,C3431,家居,10.97,1,华南,信用卡
ORD03352,2025-01-03 13:32:00,C3483,服装,89.18,8,华南,现金
ORD03353,2025-01-03 13:32:00,C1994,食品,50.02,9,东北,支付宝
ORD03354,2025-01-03 13:32:00,C490,家居,93.84,7,华东,微信
ORD03355,2025-01-03 13:34:00,C1072,家居,54.6,8,东北,支付宝
ORD03356,2025-01-03 13:34:00,C3173,服装,72.48,4,华北,信用卡
ORD03357,2025-01-03 13:35:00,C215,电子产品,16.24,8,华北,现金
ORD03358,2025-01-03 13:36:00,C1723,服装,77.06,3,东北,微信
ORD03359,2025-01-03 13:37:00,C1592,电子产品,40.42,1,华北,微信
ORD03360,2025-01-03 13:38:00,C2606,家居,41.62,8,华南,支付宝
ORD03361,2025-01-03 13:38:00,C158,电子产品,20.68,6,华北,微信
ORD03362,2025-01-03 13:40:00,C4781,食品,23.22,9,华南,微信
ORD03363,2025-01-03 13:40:00,C3313,图书,26.72,3,西南,微信
ORD03364,2025-01-03 13:41:00,C2841,电子产品,39.54,8,华东,信用卡
ORD03365,2025-01-03 13:42:00,C1776,图书,90.28,9,华东,支付宝
ORD03366,2025-01-03 13:42:00,C2052,食品,43.14,9,华北,信用卡
ORD03367,2025-01-03 13:42:00,C2295,图书,75.19,7,华东,现金
ORD03368,2025-01-03 13:43:00,C1696,食品,17.45,3,西南,现金
ORD03369,2025-01-03 13:43:00,C2993,图书,63.2,3,华北,支付宝
ORD03370,2025-01-03 13:43:00,C2469,图书,53.37,2,华南,现金
ORD03371,2025-01-03 13:44:00,C1946,服装,98.02,1,西南,信用卡
ORD03372,2025-01-03 13:44:00,C3809,电子产品,86.16,2,西南,信用卡
ORD03373,2025-01-03 13:45:00,C2783,图书,50.93,5,华东,信用卡
ORD03374,2025-01-03 13:46:00,C3644,家居,79.76,1,华南,信用卡
ORD03375,2025-01-03 13:47:00,C2500,服装,27.37,4,东北,支付宝
ORD03376,2025-01-03 13:47:00,C3645,电子产品,60.61,1,西南,微信
ORD03377,2025-01-03 13:47:00,C2645,服装,16.72,8,华东,现金
ORD03378,2025-01-03 13:48:00,C2349,电子产品,41.33,5,西南,支付宝
ORD03379,2025-01-03 13:48:00,C1932,食品,30.33,4,华南,微信
ORD03380,2025-01-03 13:48:00,C3294,图书,74.7,3,华南,支付宝
ORD03381,2025-01-03 13:50:00,C1757,家居,54.11,9,华北,现金
ORD03382,2025-01-03 13:50:00,C1116,服装,77.6,6,东北,支付宝
ORD03383,2025-01-03 13:50:00,C2567,服装,56.38,1,东北,现金
ORD03384,2025-01-03 13:51:00,C3499,服装,17.78,8,华东,支付宝
ORD03385,2025-01-03 13:51:00,C492,服装,76.18,2,东北,支付宝
ORD03386,2025-01-03 13:52:00,C3306,图书,84.99,9,华南,信用卡
ORD03387,2025-01-03 13:53:00,C619,电子产品,91.32,7,东北,支付宝
ORD03388,2025-01-03 13:54:00,C3232,图书,61.48,3,华东,支付宝
ORD03389,2025-01-03 13:54:00,C3823,食品,77.82,4,西南,微信
ORD03390,2025-01-03 13:54:00,C2380,图书,77.68,3,东北,信用卡
ORD03391,2025-01-03 13:55:00,C1546,图书,24.02,6,东北,现金
ORD03392,2025-01-03 13:55:00,C4958,食品,24.78,9,华南,信用卡
ORD03393,2025-01-03 13:56:00,C3563,图书,16.38,9,华南,支付宝
ORD03394,2025-01-03 13:56:00,C1605,电子产品,38.79,1,西南,现金
ORD03395,2025-01-03 13:57:00,,家居,52.62,6,华北,支付宝
ORD03396,2025-01-03 13:57:00,C4675,食品,99.81,1,东北,信用卡
ORD03397,2025-01-03 13:57:00,C1890,服装,48.79,4,华南,信用卡
ORD03398,2025-01-03 13:59:00,C1275,电子产品,75.36,7,华北,支付宝
ORD03399,2025-01-03 14:00:00,C2743,家居,72.41,4,东北,支付宝
ORD03400,2025-01-03 14:01:00,C2493,电子产品,28.4,9,东北,支付宝
ORD03401,2025-01-03 14:02:00,C356,电子产品,15.27,5,华北,微信
ORD03402,2025-01-03 14:04:00,C869,服装,59.14,9,华南,信用卡
ORD03403,2025-01-03 14:04:00,C885,家居,73.03,1,西南,微信
ORD03404,2025-01-03 14:04:00,C2001,电子产品,99.84,4,东北,信用卡
ORD03405,2025-01-03 14:05:00,C1283,服装,42.27,7,华东,信用卡
ORD03406,2025-01-03 14:06:00,C619,食品,90.67,2,华东,现金
ORD03407,2025-01-03 14:06:00,C882,服装,44.37,9,华东,现金
ORD03408,2025-01-03 14:07:00,C796,图书,72.05,3,西南,信用卡
ORD03409,2025-01-03 14:08:00,C3642,服装,63.84,4,东北,现金
ORD03410,2025-01-03 14:08:00,C3425,服装,14.77,4,华南,信用卡
ORD03411,2025-01-03 14:09:00,C1296,服装,17.05,8,华南,信用卡
ORD03412,2025-01-03 14:10:00,C4714,电子产品,11.87,2,西南,支付宝
ORD03413,2025-01-03 14:10:00,C244,家居,43.38,5,东北,现金
ORD03414,2025-01-03 14:11:00,C2895,服装,77.12,2,华北,微信
ORD03415,2025-01-03 14:12:00,C929,服装,25.55,6,华北,微信
ORD03416,2025-01-03 14:12:00,C519,图书,64.53,9,东北,现金
ORD03417,2025-01-03 14:13:00,C3212,图书,35.99,9,东北,信用卡
ORD03418,2025-01-03 14:15:00,C2409,食品,81.73,1,华南,微信
ORD03419,2025-01-03 14:15:00,C007,食品,81.86,4,西南,现金
ORD03420,2025-01-03 14:15:00,C2525,图书,79.79,4,西南,微信
ORD03421,2025-01-03 14:16:00,C3423,家居,57.24,1,华南,支付宝
ORD03422,2025-01-03 14:16:00,C2019,食品,35.61,2,华东,信用卡
ORD03423,2025-01-03 14:16:00,C4590,家居,82.85,6,华北,支付宝
ORD03424,2025-01-03 14:16:00,C4282,图书,26.75,3,东北,微信
ORD03425,2025-01-03 14:17:00,C3667,食品,36.08,9,华北,信用卡
ORD03426,2025-01-03 14:18:00,C3671,服装,26.56,3,华北,信用卡
ORD03427,2025-01-03 14:18:00,C2801,图书,70.68,3,西南,信用卡
ORD03428,2025-01-03 14:18:00,C085,食品,71.76,9,华南,现金
ORD03429,2025-01-03 14:18:00,C3115,家居,68.73,3,华东,现金
ORD03430,2025-01-03 14:18:00,C4232,家居,47.4,6,华东,信用卡
ORD03431,2025-01-03 14:18:00,C2468,食品,19.02,6,华南,信用卡
ORD03432,2025-01-03 14:19:00,C3619,家居,92.01,1,华北,信用卡
ORD03433,2025-01-03 14:19:00,C1636,食品,55.7,7,华南,支付宝
ORD03434,2025-01-03 14:20:00,C3583,食品,,9,华南,支付宝
ORD03435,2025-01-03 14:20:00,C4009,家居,62.99,9,东北,微信
ORD03436,2025-01-03 14:20:00,C3326,电子产品,27.35,9,东北,信用卡
ORD03437,2025-01-03 14:21:00,C2218,服装,21.93,2,华北,信用卡
ORD03438,2025-01-03 14:22:00,C2217,图书,46.5,1,西南,支付宝
ORD03439,2025-01-03 14:22:00,C4967,服装,30.45,6,华东,微信
ORD03440,2025-01-03 14:23:00,C2369,图书,31.99,6,东北,微信
ORD03441,2025-01-03 14:24:00,C3638,图书,90.33,-1,华北,信用卡
ORD03442,2025-01-03 14:24:00,C2503,服装,57.77,8,华南,现金
ORD03443,2025-01-03 14:25:00,C943,食品,53.51,5,东北,微信
ORD03444,2025-01-03 14:25:00,C2837,家居,72.05,7,华南,微信
ORD03445,2025-01-03 14:26:00,C2660,电子产品,95.64,9,华南,信用卡
ORD03446,2025-01-03 14:26:00,C2936,电子产品,20.1,1,东北,信用卡
ORD03447,2025-01-03 14:27:00,C4444,电子产品,85.02,9,华北,信用卡
ORD03448,2025-01-03 14:27:00,C3947,服装,62.56,4,华东,支付宝
ORD03449,2025-01-03 14:27:00,C1676,服装,23.15,7,华北,信用卡
ORD03450,2025-01-03 14:27:00,C1196,食品,36.74,4,西南,现金
ORD03451,2025-01-03 14:28:00,C4105,电子产品,53.41,4,西南,现金
ORD03452,2025-01-03 14:28:00,C2787,食品,72.21,4,华东,微信
ORD03453,2025-01-03 14:28:00,C1461,电子产品,31.83,6,西南,支付宝
ORD03454,2025-01-03 14:28:00,C3318,服装,58.14,5,华南,微信
ORD03455,2025-01-03 14:29:00,C666,家居,71.62,2,西南,支付宝
ORD03456,2025-01-03 14:29:00,C2176,家居,50.39,9,东北,信用卡
ORD03457,2025-01-03 14:29:00,C3743,家居,87.67,6,华南,微信
ORD03458,2025-01-03 14:29:00,C600,家居,88.25,6,华北,现金
ORD03459,2025-01-03 14:29:00,C2652,图书,52.36,9,华东,支付宝
ORD03460,2025-01-03 14:29:00,C4422,电子产品,97.56,1,东北,微信
ORD03461,2025-01-03 14:30:00,C3824,家居,16.8,7,东北,现金
ORD03462,2025-01-03 14:30:00,C3906,图书,10.3,3,华东,现金
ORD03463,2025-01-03 14:30:00,,图书,44.26,4,西南,信用卡
ORD03464,2025-01-03 14:30:00,C2451,图书,64.1,1,华东,支付宝
ORD03465,2025-01-03 14:30:00,C628,食品,66.63,3,华东,微信
ORD03466,2025-01-03 14:30:00,,食品,52.88,7,西南,现金
ORD03467,2025-01-03 14:31:00,C3696,图书,21.24,6,华北,支付宝
ORD03468,2025-01-03 14:32:00,C3430,家居,25.34,1,华东,信用卡
ORD03469,2025-01-03 14:32:00,C3674,电子产品,86.69,9,西南,支付宝
ORD03470,2025-01-03 14:33:00,,服装,88.11,4,东北,支付宝
ORD03471,2025-01-03 14:33:00,C2765,食品,70.65,7,华东,微信
ORD03472,2025-01-03 14:34:00,C4369,家居,69.78,4,华东,支付宝
ORD03473,2025-01-03 14:34:00,C4780,家居,63.79,7,华北,信用卡
ORD03474,2025-01-03 14:35:00,C115,服装,28.26,5,华北,现金
ORD03475,2025-01-03 14:35:00,C4956,服装,48.54,1,东北,微信
ORD03476,2025-01-03 14:35:00,C2003,家居,72.63,4,华北,现金
ORD03477,2025-01-03 14:35:00,C692,服装,58.35,3,东北,支付宝
ORD03478,2025-01-03 14:36:00,C3162,家居,11.67,6,华东,信用卡
ORD03479,2025-01-03 14:36:00,C1105,服装,95.82,6,西南,现金
ORD03480,2025-01-03 14:37:00,,服装,86.03,1,华北,信用卡
ORD03481,2025-01-03 14:37:00,C2161,家居,33.45,2,东北,支付宝
ORD03482,2025-01-03 14:37:00,C153,图书,65.48,2,华北,支付宝
ORD03483,2025-01-03 14:39:00,C3699,家居,93.09,4,华北,现金
ORD03484,2025-01-03 14:41:00,C4410,电子产品,18.64,9,华南,微信
ORD03485,2025-01-03 14:41:00,C3786,服装,55.27,2,华东,信用卡
ORD03486,2025-01-03 14:42:00,C1064,食品,51.06,8,华北,信用卡
ORD03487,2025-01-03 14:42:00,C4200,服装,46.92,1,西南,信用卡
ORD03488,2025-01-03 14:42:00,C1913,电子产品,85.2,8,华南,支付宝
ORD03489,2025-01-03 14:43:00,C1216,食品,44.26,3,东北,支付宝
ORD03490,2025-01-03 14:43:00,C2401,食品,15.73,5,东北,现金
ORD03491,2025-01-03 14:43:00,C1772,家居,15.93,1,西南,现金
ORD03492,2025-01-03 14:44:00,C1960,图书,13.85,1,西南,支付宝
ORD03493,2025-01-03 14:44:00,C2780,家居,46.82,6,华东,微信
ORD03494,2025-01-03 14:44:00,C4804,食品,74.66,3,西南,信用卡
ORD03495,2025-01-03 14:45:00,C4746,食品,28.34,8,东北,信用卡
ORD03496,2025-01-03 14:46:00,,图书,68.18,4,华东,支付宝
ORD03497,2025-01-03 14:47:00,C660,服装,71.84,6,西南,微信
ORD03498,2025-01-03 14:47:00,C2635,图书,32.97,9,西南,微信
ORD03499,2025-01-03 14:48:00,C2329,家居,64.05,8,东北,微信
ORD03500,2025-01-03 14:48:00,C3954,服装,71.64,4,华东,微信
ORD03501,2025-01-03 14:48:00,C2450,家居,52.0,8,华南,微信
ORD03502,2025-01-03 14:48:00,C1132,图书,40.3,7,华南,现金
ORD03503,2025-01-03 14:49:00,C699,服装,65.72,5,华东,支付宝
ORD03504,2025-01-03 14:49:00,C2038,图书,98.01,7,西南,支付宝
ORD03505,2025-01-03 14:49:00,C4647,电子产品,48.42,7,西南,支付宝
ORD03506,2025-01-03 14:49:00,C4500,食品,45.26,2,华东,信用卡
ORD03507,2025-01-03 14:50:00,C4557,服装,51.78,7,华南,微信
ORD03508,2025-01-03 14:51:00,C2179,食品,,3,华北,微信
ORD03509,2025-01-03 14:51:00,C2838,电子产品,59.78,8,东北,信用卡
ORD03510,2025-01-03 14:52:00,C873,服装,39.58,8,华东,微信
ORD03511,2025-01-03 14:54:00,C083,食品,20.93,9,华北,微信
ORD03512,2025-01-03 14:55:00,C1422,食品,51.96,4,东北,微信
ORD03513,2025-01-03 14:56:00,C2675,服装,10.3,3,华北,微信
ORD03514,2025-01-03 14:56:00,C3180,食品,46.16,-1,华北,微信
ORD03515,2025-01-03 14:57:00,C4316,食品,19.52,9,东北,现金
ORD03516,2025-01-03 14:58:00,C3975,服装,12.19,2,华北,支付宝
ORD03517,2025-01-03 14:59:00,C1391,食品,84.2,6,华南,现金
ORD03518,2025-01-03 14:59:00,C3218,食品,92.46,-1,华东,微信
ORD03519,2025-01-03 15:02:00,C4207,家居,,5,华南,支付宝
ORD03520,2025-01-03 15:03:00,C614,家居,58.54,2,华南,支付宝
ORD03521,2025-01-03 15:05:00,C2971,电子产品,35.02,4,东北,支付宝
ORD03522,2025-01-03 15:05:00,C3565,家居,54.42,3,东北,支付宝
ORD03523,2025-01-03 15:05:00,C3576,家居,49.3,2,东北,信用卡
ORD03524,2025-01-03 15:06:00,C4570,电子产品,34.21,6,华北,支付宝
ORD03525,2025-01-03 15:07:00,C270,食品,73.04,3,华北,信用卡
ORD03526,2025-01-03 15:07:00,C4066,食品,21.38,4,华东,信用卡
ORD03527,2025-01-03 15:08:00,C2468,家居,14.78,6,华北,支付宝
ORD03528,2025-01-03 15:09:00,C1390,电子产品,79.09,5,华东,微信
ORD03529,2025-01-03 15:09:00,C3354,食品,69.93,4,华南,微信
ORD03530,2025-01-03 15:09:00,C4135,图书,54.87,4,华东,支付宝
ORD03531,2025-01-03 15:10:00,C3607,服装,52.1,2,华东,支付宝
ORD03532,2025-01-03 15:11:00,C2583,服装,54.77,4,东北,信用卡
ORD03533,2025-01-03 15:11:00,C4073,服装,49.33,8,华北,现金
ORD03534,2025-01-03 15:11:00,C3075,家居,45.36,5,西南,信用卡
ORD03535,2025-01-03 15:12:00,C3906,服装,,8,西南,微信
ORD03536,2025-01-03 15:12:00,C289,服装,57.57,6,东北,现金
ORD03537,2025-01-03 15:12:00,C2480,图书,72.27,5,华南,现金
ORD03538,2025-01-03 15:14:00,C3252,食品,74.01,4,华南,现金
ORD03539,2025-01-03 15:14:00,C278,图书,43.99,9,华南,信用卡
ORD03540,2025-01-03 15:14:00,C2924,家居,47.22,5,华东,信用卡
ORD03541,2025-01-03 15:15:00,C580,服装,43.63,6,华北,支付宝
ORD03542,2025-01-03 15:16:00,C4958,食品,58.29,7,华南,信用卡
ORD03543,2025-01-03 15:17:00,C253,服装,50.8,1,西南,信用卡
ORD03544,2025-01-03 15:18:00,C4276,服装,90.06,9,华东,现金
ORD03545,2025-01-03 15:18:00,C4776,家居,72.67,8,华南,现金
ORD03546,2025-01-03 15:18:00,C824,服装,90.88,5,华南,信用卡
ORD03547,2025-01-03 15:19:00,C3832,电子产品,73.82,3,华北,微信
ORD03548,2025-01-03 15:20:00,C699,食品,97.39,5,华北,现金
ORD03549,2025-01-03 15:20:00,C1380,食品,67.22,5,华东,支付宝
ORD03550,2025-01-03 15:21:00,C3896,电子产品,96.72,9,西南,微信
ORD03551,2025-01-03 15:22:00,C1673,家居,24.24,7,东北,现金
ORD03552,2025-01-03 15:23:00,C2727,服装,14.72,2,西南,支付宝
ORD03553,2025-01-03 15:24:00,C3156,服装,62.12,5,华北,现金
ORD03554,2025-01-03 15:24:00,C3388,食品,98.51,9,华北,支付宝
ORD03555,2025-01-03 15:25:00,C4307,家居,47.58,2,东北,现金
ORD03556,2025-01-03 15:25:00,C383,家居,29.08,8,西南,现金
ORD03557,2025-01-03 15:25:00,C341,家居,56.94,3,西南,信用卡
ORD03558,2025-01-03 15:27:00,,服装,68.39,4,东北,微信
ORD03559,2025-01-03 15:27:00,C4059,家居,38.37,2,华北,微信
ORD03560,2025-01-03 15:28:00,C4939,电子产品,74.33,9,华东,信用卡
ORD03561,2025-01-03 15:28:00,C3109,图书,97.76,6,西南,现金
ORD03562,2025-01-03 15:30:00,C4082,家居,90.73,9,华南,微信
ORD03563,2025-01-03 15:30:00,C4515,图书,36.24,8,西南,支付宝
ORD03564,2025-01-03 15:31:00,C2798,服装,39.41,9,西南,支付宝
ORD03565,2025-01-03 15:31:00,,家居,43.44,5,西南,现金
ORD03566,2025-01-03 15:32:00,C1988,食品,45.51,6,华北,现金
ORD03567,2025-01-03 15:32:00,C3414,服装,19.03,7,华南,支付宝
ORD03568,2025-01-03 15:33:00,C1849,电子产品,78.58,5,西南,现金
ORD03569,2025-01-03 15:33:00,C305,电子产品,42.88,1,华东,信用卡
ORD03570,2025-01-03 15:34:00,C3613,图书,89.18,9,华南,微信
ORD03571,2025-01-03 15:35:00,C2749,图书,93.42,2,东北,支付宝
ORD03572,2025-01-03 15:35:00,C4964,食品,12.2,7,华东,信用卡
ORD03573,2025-01-03 15:36:00,C1135,食品,98.97,8,东北,支付宝
ORD03574,2025-01-03 15:37:00,C205,电子产品,73.9,8,西南,支付宝
ORD03575,2025-01-03 15:37:00,C4591,家居,56.84,1,华北,现金
ORD03576,2025-01-03 15:37:00,C3450,电子产品,45.06,7,西南,微信
ORD03577,2025-01-03 15:37:00,C3811,电子产品,56.67,9,西南,信用卡
ORD03578,2025-01-03 15:37:00,C3622,食品,39.22,3,东北,支付宝
ORD03579,2025-01-03 15:39:00,C3599,图书,66.04,8,西南,支付宝
ORD03580,2025-01-03 15:39:00,C2551,食品,18.37,8,华东,现金
ORD03581,2025-01-03 15:39:00,C4308,食品,65.9,9,华北,信用卡
ORD03582,2025-01-03 15:40:00,C309,食品,34.78,8,东北,现金
ORD03583,2025-01-03 15:40:00,C2708,电子产品,11.59,5,华南,现金
ORD03584,2025-01-03 15:41:00,C1991,家居,59.74,5,西南,信用卡
ORD03585,2025-01-03 15:41:00,C271,电子产品,62.06,3,东北,微信
ORD03586,2025-01-03 15:44:00,C3642,服装,,6,西南,现金
ORD03587,2025-01-03 15:45:00,C4086,食品,16.51,3,西南,支付宝
ORD03588,2025-01-03 15:45:00,C1822,食品,90.4,2,东北,微信
ORD03589,2025-01-03 15:46:00,C3273,服装,65.03,7,华东,支付宝
ORD03590,2025-01-03 15:46:00,C4538,食品,20.41,3,华南,微信
ORD03591,2025-01-03 15:46:00,C4349,食品,55.98,4,西南,支付宝
ORD03592,2025-01-03 15:47:00,C520,食品,54.75,8,华东,现金
ORD03593,2025-01-03 15:47:00,C976,服装,15.44,1,西南,现金
ORD03594,2025-01-03 15:47:00,C3722,电子产品,64.62,9,西南,现金
ORD03595,2025-01-03 15:47:00,,食品,82.75,6,华东,信用卡
ORD03596,2025-01-03 15:48:00,C4105,家居,77.41,2,西南,现金
ORD03597,2025-01-03 15:49:00,C2773,服装,28.27,3,华南,微信
ORD03598,2025-01-03 15:49:00,C2552,图书,87.61,5,东北,现金
ORD03599,2025-01-03 15:49:00,C2832,服装,40.83,6,华东,信用卡
ORD03600,2025-01-03 15:50:00,,电子产品,95.19,9,华北,支付宝
ORD03601,2025-01-03 15:50:00,C152,服装,16.46,2,西南,信用卡
ORD03602,2025-01-03 15:50:00,C2964,图书,53.76,5,东北,微信
ORD03603,2025-01-03 15:50:00,C2916,家居,63.74,7,华南,微信
ORD03604,2025-01-03 15:51:00,C2800,图书,32.29,7,华南,信用卡
ORD03605,2025-01-03 15:51:00,,服装,79.42,4,华北,支付宝
ORD03606,2025-01-03 15:52:00,C2610,图书,66.42,3,华南,现金
ORD03607,2025-01-03 15:53:00,C3875,服装,11.63,8,东北,微信
ORD03608,2025-01-03 15:53:00,C1104,家居,64.75,2,华北,现金
ORD03609,2025-01-03 15:54:00,C2536,家居,54.23,5,华东,支付宝
ORD03610,2025-01-03 15:55:00,,电子产品,27.64,5,华北,微信
ORD03611,2025-01-03 15:55:00,C4199,家居,99.62,1,华东,支付宝
ORD03612,2025-01-03 15:56:00,C3854,食品,,7,华南,支付宝
ORD03613,2025-01-03 15:56:00,C3494,图书,36.33,4,东北,信用卡
ORD03614,2025-01-03 15:57:00,C1914,图书,58.7,2,西南,支付宝
ORD03615,2025-01-03 15:57:00,C3072,服装,38.49,8,华北,微信
ORD03616,2025-01-03 15:58:00,C1006,家居,79.79,4,华南,信用卡
ORD03617,2025-01-03 15:58:00,C406,电子产品,93.73,1,东北,微信
ORD03618,2025-01-03 15:58:00,C166,电子产品,42.29,8,西南,信用卡
ORD03619,2025-01-03 15:58:00,C508,电子产品,82.5,7,华北,信用卡
ORD03620,2025-01-03 15:58:00,C1661,食品,54.86,3,东北,支付宝
ORD03621,2025-01-03 16:00:00,C3664,家居,45.69,3,华南,支付宝
ORD03622,2025-01-03 16:00:00,C3489,电子产品,94.46,7,华北,现金
ORD03623,2025-01-03 16:00:00,C4858,食品,55.94,2,华北,微信
ORD03624,2025-01-03 16:01:00,C680,图书,52.07,5,华东,微信
ORD03625,2025-01-03 16:04:00,C2524,服装,70.52,7,华东,现金
ORD03626,2025-01-03 16:05:00,C2120,家居,33.51,6,华北,支付宝
ORD03627,2025-01-03 16:05:00,C4677,家居,39.23,7,东北,微信
ORD03628,2025-01-03 16:06:00,C4357,图书,93.88,2,华南,微信
ORD03629,2025-01-03 16:06:00,C1363,家居,71.07,7,西南,支付宝
ORD03630,2025-01-03 16:07:00,C1331,家居,84.4,2,华东,信用卡
ORD03631,2025-01-03 16:08:00,,家居,34.4,7,华南,支付宝
ORD03632,2025-01-03 16:08:00,C1538,家居,58.94,8,华北,现金
ORD03633,2025-01-03 16:08:00,C3408,食品,97.43,8,华南,微信
ORD03634,2025-01-03 16:10:00,C560,食品,38.68,5,华南,信用卡
ORD03635,2025-01-03 16:10:00,C1099,服装,24.44,7,华南,现金
ORD03636,2025-01-03 16:11:00,,家居,55.98,8,华北,支付宝
ORD03637,2025-01-03 16:11:00,C174,图书,44.9,4,华东,信用卡
ORD03638,2025-01-03 16:11:00,C2156,电子产品,24.36,2,西南,微信
ORD03639,2025-01-03 16:12:00,C2230,服装,89.97,7,东北,信用卡
ORD03640,2025-01-03 16:12:00,C4287,电子产品,99.17,1,华东,微信
ORD03641,2025-01-03 16:12:00,C4160,电子产品,61.17,2,西南,支付宝
ORD03642,2025-01-03 16:13:00,C3920,家居,79.72,7,华北,信用卡
ORD03643,2025-01-03 16:13:00,C1497,图书,87.31,1,西南,信用卡
ORD03644,2025-01-03 16:13:00,C3854,电子产品,73.09,7,华北,信用卡
ORD03645,2025-01-03 16:13:00,C3171,电子产品,13.97,5,西南,微信
